index,종류별,상황별,재료별,방법별,제목,url,조회수,셰프,인분,조리시간,난이도,재료,인트로,조리순서,해시태그,재료양
64,퓨전,,,,초간단 배추전 레시피,https://www.10000recipe.com/recipe/7081854,252,호수맘,2인분,15분 이내,아무나,"['부침가루', '물', '소금', '식용유', '진간장', '식초', '물', '고추가루', '깨소금']",냉장고 열어보니 알베기가 조금 남았더라고요. 그래서 오늘은 밖에 비도 오고 해서 배추전을 만들어 봤어요.,"['배추는 깨끗이 씻어서 물기를 털어 주세요. 배추 줄기가 너무 두꺼우면 칼끝으로 살짝 칼집을 내주세요', '부침가루에 물을 넣고 너무 되직하지 않게 묽은 반죽을 만들어 주세요. 반죽이 너무 두꺼우면 배추전이 눅눅할 수 있으니 얇게 입히는 것이 포인트입니다.', '배추잎 앞뒤에 반죽을 얇게 입혀주세요.\n팬에 식용유 넉넉히 두르고 중불로 달군뒤 배추를 올려주세요. 앞뒤를 뒤집어가며 노릇하게 붙여주면 완성입니다.']","['배추전', '배추저레시피', '배추부침개', '배추요리', '집밥반찬', '간단한배추전']","['1컵', '1컵', '약간', '넉넉히', '2T', '1T', '1T', '약간', '약간']"
65,양념/잼/소스,,,,에그샌드위치 레시피 와사비와 피클 넣어 느끼하지 않게 만드는법,https://www.10000recipe.com/recipe/7082650,265,몽글쿡,2인분,20분 이내,아무나,"['식빵', '계란', '베이컨', '피클 다진거', '마요네즈', '와사비', '꿀또는 올리고당', '홀그레인 머스터드', '소금', '후춧가루', '버터또는 마요네즈']","아침에 든든하게 먹고 싶을 때 종종 만들어 먹는 에그샌드위치예요.
삶은 계란에 마요네즈를 넣고 베이컨과 피클을 더해 속을 푸짐하게 만들었는데요.
여기에 와사비를 조금 넣어봤더니
마요네즈의 느끼한 맛은 줄고 은은하게 알싸한 맛이 더해져서 맛있더라고요.
와사비가 강하지 않아 아이도 잘 먹었고, 베이컨과 피클이 함께 들어가 식감까지 좋았어요.
오늘은 제가 맛있게 먹고 있는 에그샌드위치 레시피 소개해 드릴게요.
​","['냄비에 계란이 충분히 잠길 정도로 물을 넣고 소금 1작은술과 식초 1작은술을 넣어주세요.\n계란을 넣고 물이 끓기 시작한 뒤 12분 정도 삶아 완숙으로 익혀주세요.\n다 삶은 계란은 바로 찬물이나 얼음물에 담가 식혀주세요.\n충분히 식힌 뒤 껍질을 벗겨주면 돼요.', '껍질을 벗긴 계란은 노른자와 흰자를 분리해 주세요.\n노른자는 따로 두고 흰자는 칼로 잘게 다져 준비해 주세요.', '피클도 잘게 다진 뒤 키친타월에 올려 물기를 빼주세요.\n피클은 물기가 많으면 샌드위치 속이 묽어질 수 있어서\n물기를 한번 꾹 눌러 빼주는 게 좋아요.', '베이컨은 가늘게 채 썰어 팬에 바삭하게 볶아주세요.\n따로 기름을 두르지 않아도 베이컨에서 기름이 나오기 때문에 노릇하게 볶아주면 돼요.\n다 볶은 베이컨은 키친타월에 올려 기름기를 빼고 한 김 식혀주세요.', '볼에 마요네즈 4큰술, 와사비 0.5작은술, 꿀 또는 올리고당 1큰술\n홀그레인 머스터드 1작은술, 소금 2꼬집과 후춧가루를 넣고 섞어주세요.', '여기에 삶은 계란 노른자를 체에 내려 넣거나 포크로 곱게 으깨 섞어주세요.\n노른자가 뭉치지 않도록 잘 풀어주면 소스와 부드럽게 섞여요', '잘게 다진 계란 흰자와 식혀둔 베이컨, 물기를 뺀 피클을 넣어 골고루 섞어주면\n맛있는 에그샌드위치 속이 완성돼요.', '식빵 한쪽 면에는 버터를 아주 얇게 발라주세요.\n버터가 없다면 마요네즈를 얇게 발라도 좋아요.\n에그샌드위치를 만들어 바로 먹지 않고\n조금 두었다가 먹는 경우 식빵에 버터를 발라주는데요.\n이렇게 해두면 계란 속의 수분이 빵에 바로 스며드는 것을 줄일 수 있어\n시간이 지나도 빵이 쉽게 눅눅해지지 않아요.', '식빵 위에 완성된 계란 속을 넉넉하게 올려주세요.\n저는 속재료를 아낌없이 넣어 도톰하게 만들어 먹는 걸 좋아해서\n수북하게 올린 뒤 윗면을 살짝 평평하게 정리해 줬어요.\n속재료의 양은 취향에 맞게 조절해 주세요.', '랩으로 단단하게 감싸 5분 정도 두었다가 잘라주세요.\n잠시 두었다가 자르면 속재료가 조금 자리를 잡아줘서 자를 때 덜 흐트러져요.', '속을 푸짐하게 채우니 반쪽만 먹어도 든든했어요.\n베이컨의 고소한 맛에 피클의 새콤함,\n와사비의 은은한 알싸함이 더해져 느끼하지 않고 맛있게 먹었어요.\n아침 식사로 준비해도 좋고, 출출할 때 간식처럼 먹기에도 좋은 에그샌드위치예요.\n계란샐러드에 와사비를 조금 넣어 색다르게 만들어보고 싶다면 이렇게 만들어보세요.']","['에그샌드위치레시피', '달걀샌드위치레시피', '에그샌드위치만드는법', '달걀샌드위치만드는법', '달걀요리', '샌드위치레시피']","['2~4장', '5개', '3줄', '1큰술', '4큰술', '1/2작은술', '또는 올리고당', '1작은술', '2꼬집', '약간', '또는 마요네즈']"
66,양념/잼/소스,,,,"떡꼬치 만들기, 아이간식으로 좋은 안 매운 떡꼬치 소스 레시피",https://www.10000recipe.com/recipe/7075639,653,몽글쿡,3인분,10분 이내,아무나,"['떡볶이떡5개씩 꼬치 6개 분량', '식용유', '구매', '\u200b 케첩', '고추장', '간장', '올리고당', '설탕', '물']","아이가 간식으로 떡꼬치가 먹고 싶다고 해서 떡 한 팩 사 와서 만들어줬어요.
겉은 바삭하고 속은 쫀득쫀득한 떡에 새콤달콤한 소스까지 더해지니
추억의 분식 느낌이 제대로 났어요.
매운 걸 잘 못 먹는 아이를 위해 고추장은 아주 소량만 넣어 안 맵게 만들었더니
부담 없이 맛있게 잘 먹더라고요.
집에서 10분이면 간단하게 만들 수 있는
학교 앞 분식 스타일 떡꼬치 레시피 지금부터 소개할게요.","['떡이 말랑하다면 그대로 사용해도 괜찮아요.\n딱딱한 떡은 끓는 물에 살짝 데쳐 말랑하게 만든 뒤 찬물에 헹궈주세요.\n이후 물기를 완전히 제거해야 해요.\n물기가 남아 있으면 기름에 구울 때 튈 수 있어요.\n떡이 손에 달라붙어 꼬치에 끼우기 어렵다면\n손에 식용유를 살짝 바른 뒤 작업하면 훨씬 편해요.\n나무 꼬치에 떡을 4~5개씩 나란히 끼워주세요.', '볼에 케첩, 고추장, 간장, 올리고당, 설탕, 물을 모두 넣고 잘 섞어주세요.\n맵기나 단맛은 기호에 따라 조금씩 조절해도 좋아요.', '팬에 식용유 2~3큰술을 두르고 중불에서 예열해 주세요.\n떡을 앞뒤로 노릇노릇하게 굽다가 하얗게 부풀어 오를 때까지 튀기듯 구워주세요.\n겉은 바삭해야 소스를 발라도 눅눅해지지 않고 더 맛있어요.', '떡을 구운 팬에 남은 기름을 살짝 활용해 소스를 넣고 30초 ~ 1분 정도 살짝 끓여주세요.\n소스가 한 번 끓으면 맛이 더 진해지고 떡에도 잘 달라붙어요.\n잘 구워진 떡에 준비한 소스를 앞뒤로 듬뿍 발라주세요.\n새콤달콤한 소스가 쫀득한 떡과 정말 잘 어울려요.', '학교 앞에서 사 먹던 추억의 새콤달콤 떡꼬치 완성이에요.\n맵지 않게 만들어 아이들 간식으로도 부담 없고,\n어른들에게는 추억의 분식 간식으로 딱 좋더라고요.\n떡 한 팩만 있으면 금방 만들 수 있으니 오늘 아이 간식으로 어떠세요?']","['떡꼬치만들기', '떡꼬치레시피', '떡꼬치소스만들기', '떡꼬치양념만들기', '떡꼬치양념', '안매운떡꼬치소스', '옛날떡꼬치소스', '안매운떡꼬치양념', '안매운떡꼬치만드는법']","['5개씩 꼬치 6개 분량', '2~3큰술', '6개', '3큰술', '0.3~0.5큰술', '1/2큰술', '1.5큰술', '1/2큰술', '1~2큰술']"
67,양념/잼/소스,,,,"10분이면 Ok, 칼로리 걱정 없는 두부 마요네즈 만들기!",https://www.10000recipe.com/recipe/6960619,"26,598",맘스쿠킹다이어리,6인분 이상,10분 이내,아무나,"['두부', '레몬즙', '올리브오일', '소금']","오늘은 칼로리와 느끼함은 Down, 고소함과 담백함은 Up! 시킨 두부 마요네즈를 만들어 보겠습니다. :)","['먼저 두부는 4등분 하여 끓는 물에 2분 정도 데쳐 주세요.\n두부\n냄비\n,\n체\n,\n칼\n,\n도마', '그리고 블렌더에 데친 두부, 레몬즙 4큰술, 소금 1/2 티스푼을 넣고 갈아줍니다.\n두부, 레몬즙, 소금\n블렌더', '시원하게 갈아준 후 올리브오일 5큰술을 2번에 나눠 넣고 곱게 갈아주면 완성입니다.\n올리브오일을 한 번에 넣게 되면 잘 섞이지 않기 때문에 2.5큰술 넣고 한 번 갈아주고, 2.5 큰술 넣고 또 한 번 갈아주세요. :)']","['마요네즈', '두부마요네즈', '수제마요네즈', '저칼로리마요네즈', '다이어트', '다이어트마요네즈', '다이어트소스', '두부요리', '두부']","['200g', '4큰술', '5큰술', '1/2티스푼']"
68,양념/잼/소스,,,,부드러운 크림 카레,https://www.10000recipe.com/recipe/6904203,"33,485",제줌마,2인분,30분 이내,초급,"['카레', '우유', '스팸또는 베이컨', '달걀', '마늘', '양파']",너무 부드러워 입안에서 살살 녹는 카레 보신적 있으신가요!?,"['마늘 꽁다리를 잘라내 주신후 다지지말고 으깨주세요.', '양파는 작은 네모 모양으로 다져주듯이 잘라줄게요.', '햄도 양파와 같은 네모모양으로 다져주듯이 잘라주세요.\n베이컨으로 대체 하셔도 됩니다.', '팬에 올리브오일 혹은 식용유를 두르고 빻아놓은 마늘을 볶아주세요.', '마늘 향이 올라오면 양파를 넣고 볶아주세요.', '그 후, 햄도 넣어 볶아주세요.', '재료들이 갈색으로 변하면 우유 200ml를 넣어줄게요', '우유가 끓기 시작하면 카레를 넣고 끓여주세요.\n4인분 기준 가루 카레를 넣으실경우 반만 사용해주시면 되요.', '물을 살짝넣어 카레의 농도를 맞춰줄게요.', '달걀 4개를 깨서 소금 한꼬집을 넣어 풀어주세요.', '풀어놓은 달걀에 우유 두스푼을 넣고 다시한번 풀어주세요.', '기름을 두른 다른 팬에 달걀을 넣고 스크램블 해주세요.\n다익은 스크램블이 아닌 약간 몽골몽골해질때 까지만 해주세요. 바닥을 긁었을때 바닥이 보이는 정도로만 해주시면 됩니다.', '그릇에 밥을 담고 카레를 얹어주시고 부드러운 스크램블을 카레위에 이불을 덮어주듯이 올려주세요.\n파슬리로 마무리해주면 완성입니다!']","['카레', '다이어트', '양파', '햄', '스팸', '베이컨', '우유', '초간단', '크림카레', '일본카레']","['1/2개', '200ml', '또는 베이컨', '4개', '4쪽', '1/2개']"
69,양념/잼/소스,,,,[간단 자취요리] 저장식량! 스팸 참치 후리가케 만들기,https://www.10000recipe.com/recipe/6872122,"22,582",얌무,4인분,30분 이내,아무나,"['스팸큰캔', '참치작은캔', '소금']","안녕하세요 여러분들!!
오늘은 스팸참치 후리가케를 만들었습니다!
후리가케는 다들 아시죠? 밥에 비벼먹는 가루인데요~
한국 제품으로는 '밥이랑' , '밥친구' , '보크라이스' 정도가 있겠네요.
제가 만든 스팸 참치 후리가케는 시판 제품들과 비교하면,
훨씬 더 고기고기한 맛이 많이 나고, 고기향이 진해요!
한번에 만들어두시고 밀폐용기에 넣고 냉장보관하세요.
밥에 2~3숟가락 정도 넣고 비벼드시면 됩니다 (취향껏 조절)","['먼저 스팸을 잘게 다져줍니다.', '참치도 기름을 모두 빼주세요.', '먼저 햄을 넣고 달달 볶아주세요.\n색이 나면 약불로 달달 볶아주세요.', '참치도 같은 방법으로 수분을 날려줍니다.', '봉지에 모두 넣고 소금간을 해주세요! 흔들고 비비면서 섞어주세요.', '이렇게 만들어두고, 먹을 때 마다 밥에 비벼드세요.']","['얌무', '스팸참치후리가케', '자취요리', '간단요리', '스팸', '참치']","['큰캔', '작은캔', '1/3T']"
70,양념/잼/소스,,,,초간단 순두부요리 달래양념장~이렇게 맛있을수가?,https://www.10000recipe.com/recipe/6866362,"72,872",팬이맘,4인분,10분 이내,아무나,"['순두부', '달래', '고춧가루', '진간장', '깨소금', '매실청', '참기름']","초간단 순두부요리~
달래양념장 올리니 비주얼 확 사네요.
​보들보들 부드러운 순두부.
순두부의 고소한 느낌에
알싸한 달래 향이 묻어나면
초간단 그야말로 행복해지는 맛이랍니다.","['순두부 도마에 올리고 3등분 하고\n다시 반으로 잘라주면\n순두부가 총 6개가 나온답니다.', '순두부 껍질 벗기고\n접시에 담아주고요.\n전자레인지에 그대로 넣고\n따끈하게 2분 돌려줬어요.\n전자레인지', '달래는 쫑쫑 썰어 그릇에 담아두고요.', '고춧가루 2큰술,', '진간장 3큰술', '깨소금 1큰술,', '참기름 1큰술,', '매실청 0.5큰술\n그릇에 모두 넣고 섞으면\n달래양념장은 완성입니다.\n단맛이 싫으시면 매실청은 빼셔도 되고요.\n심심하게 드시려면 간장 조금 덜어내고요,', '뜨근한 순두부\n접시에 담아내고요.', '달래양념장 올려서 마무리!!']","['순두부요리', '순두부샐러드', '순두부', '달래양념장', '초간단안주', '혼술안주', '순두부반찬', '간단반찬']","['1봉지', '1/2묶음', '2큰술', '3큰술', '1큰술', '0.5큰술', '1큰술']"
71,양념/잼/소스,,,,참치쌈장...,https://www.10000recipe.com/recipe/7017867,"2,791",행복한미야미니맘,4인분,30분 이내,아무나,"['캔참치', '양파', '대파', '청양고추', '생수', '된장', '고추장', '고추가루', '마늘', '참기름', '설탕', '통깨']",백종원남 레시피로 참치쌈장 만들었어요. 알배추에 얹어먹으니 정말 맛았어서 소개해드립니다.,"['양파.대파.청양고추는 잘게 썰어요.\n도마\n,\n조리용나이프', '참치는 기름을 빼요 .\n체망', '팬에 기름을 두르고\n볶음팬\n,\n요리스푼', '양파.대파 넣고', '볶아요.', '양파가 투명해지면', '물 100ml를 부어요.', '바글바글 끓으면', '마늘 1큰술.고추가루 1큰술.설탕 1작은술을 넣어요.', '저어가며 끓이다', '참치.청양고추를 넣어요.', '골고루 섞어주고', '고추장 2큰술.된장2큰술을 넣어', '잘 섞어가며 끓여요.', '재료가 잘 어우러지고 자작해지면', '참기름 1큰술.통깨 넣어 마무리해요.']",['참치쌈장'],"['1개', '1/2개', '1대', '2개', '100ml', '2큰술', '2큰술', '1큰술', '1큰술', '1큰술', '1작은술', '']"
72,양념/잼/소스,,,,[사랑파워 블로그][집밥백선생3] 백종원 참치맛나니 만들기!,https://www.10000recipe.com/recipe/6941177,"6,159",사랑파워,6인분 이상,20분 이내,초급,"['캔 통조림 참치', '다진양파', '진 간장', '간 마늘', '깨소금', '설탕', '참기름']","추석이나 설 명절 또는 제사가 끝나고 난 뒤 남은 나물에 밥 비벼 먹을 때
비빔밥의 맛을 한층 더 업그레이드해주는
식당에서 사 먹는 비빔밥의 맛을 느끼게 해주는 비법!!
맛나니입니다!!
※처음 만들어 보시는 경우 반드시 레시피 양 대로 따라 만들어 보신 후 각자 취향에 따라 재료의 양을 변경하시면 됩니다~","['참치 캔 1개를 준비합니다', '팬에 바로 넣어주세요\n통조림 기름까지 다 넣어주시면 됩니다~', '다진 양파 1컵 준비합니다', '진 간장 1/3컵 준비합니다\n저는 만능맛간장 사용했습니다. 만능맛간장은 하루빨리 만들어 보세요 맛의 깊이가 한층 깊어진답니다. 맛나니가 2배정도 맛있어집니다!!\n제 레시피 보시면 만능맛간장 만드는 방법 있답니다~', '준비한 재료를 팬에 다 넣으시고\n간 마늘 1숟갈 넣어줍니다', '깨 소금 1숟갈 넣어줍니다\n깨 소금은 깨를 곱게 빻은 것입니다. 깨랑 소금이랑 섞은 거 아닙니다!!', '설탕 1숟갈 넣어줍니다', '정말 간단한 게 재료를 다 넣고 난 후 불을 켜주세요\n혹시나 빨간 빛깔의 맛나니를 원하신다면 고춧가루도 1숟갈 넣으셔도 됩니다.\n고춧가루를 넣으실 경우 고춧가루가 물을 흡수하기 때문에 물을 좀 더 넣어주셔야 해요~\n안 그러면 탑니다', '수분이 날아갈 때까지 볶아 주세요\n볶으실 때 커다란 참치는 으깨어서 잘게 부숴주세요!!\n나중에 먹을 때 큰 게 씹히니까 좀 짠맛이 강했습니다', '참치가 포슬포슬 해 질 때까지만 볶아줍니다', '그리고 마무리로 참기름 둘러줍니다', '참치맛나니 완성!!', '비빔밥에 넣어서 먹으면 예술입니다!', '참치맛나니 1숟갈에 김가루 마요네즈(취향껏) 넣어서 드시면 참치마요 완성!!']","['집밥백선생', '참치맛나니', '집밥']","['1캔', '1컵', '1/3컵', '1숟갈', '1숟갈', '1숟갈', '취향껏']"
73,양식,,,,다이어트 식단 단호박 닭안심 그라탕(에프버전),https://www.10000recipe.com/recipe/7078980,904,얌얌쿡,1인분,20분 이내,초급,"['찐단호박', '닭안심', '양파', '소금', '후추', '다진마늘', '모짜렐라치즈']","에어프라이기로 간단하게 만드는 단호박 닭안심 그라탕!
우유 없는 버전! 다이어트식단으로 부담적지만 포만감있고 맛있게 즐겨봐요","['단호박은 전자레인지 용기에 담아 7분 쪄줍니다', '찐 단호박은 한김 식힌 후 껍질을 벗기고 적당한 크기로 잘라줍니다', '올리브오일 두른 팬에 다진마늘, 양파를 넣고 볶아주세요', '마늘과 양파향이 은은하게 올라오면 미리 잘라둔 닭안심을 넣고 노릇해질 때까지 볶아줍니다', '에어프라이기, 오븐용 그릇에 단호박과 볶은 닭안심을 넣어주세요', '위로 모짜렐라 치즈를 뿌리고 에어프라이기 180도 8분 돌려주세요.']","['다이어트식단', '다이어트레시피', '다이어트간편요리', '단호박요리', '단호박그라탕', '닭안심요리', '단호박닭안심그라탕']","['250g', '160g', '1/2개', '1꼬집', '약간', '1T', '75g']"
74,양식,,,,양배추 오믈렛/다이어트 식단,https://www.10000recipe.com/recipe/7035406,"5,717",잔근육,1인분,15분 이내,초급,"['채썬 양배추', '계란', '소금', '후추', '모짜렐라치즈', '스리라차소스선택재료']",양배추 요리는 칼로리가 낮고 식이섬유가 많아 포만감이 좋 아 한 끼로 든든합니다.담백한 양배추 오믈렛에 스리라차 소 스를 곁들려 살짝 매콤함을 더했어요.,"['양배추는 채썰어 깨끗히 씻어 물기를 제거합니다.\n도마\n,\n조리용나이프\n,\n볼\n,\n채반', '볼에 채썬 양배추2줌, 계란2개,소금2꼬집,후추 톡톡 넣고 밑간합니다.\n볼\n,\n요리젓가락', '잘 섞어 양배추 반죽을 만들어줍니다.', '예열된 팬에 오일 두르고 중약불에서 양배추 반죽을 올립니다.\n프라이팬', '아랫면이 익으면 뒤집어줍니다.\n뒤집개', '모짜렐라치즈를 올립니다.', '반으로 접어 앞,뒤로 노릇 노릇 구워주면 양배추 오믈 렛 완성입니다.', '접시에 두툼한 양배추 오믈 렛 담고 스리라차 소스 뿌려 마무리합니다.소스는 취향에 따라 준비합니다.\n접시', '쭉~늘어나는 치즈로 먹는 재미도 있어요.', '계란,치즈의 고소함과 아삭한 양배추가 듬뿍 들어 푸짐하고 든든해요.']","['양배추오믈렛', '양배추요리', '다이어트식단', '양배추계란요맂.건강식단', '다이어트레시피', '한끼식단', '다이어트양배추요리']","['2줌', '2개', '1꼬집', '톡톡', '60g', '선택재료']"
75,양식,,,,"부드러운 목살 스테이크, 남편이 반한 황금 레시피 !",https://www.10000recipe.com/recipe/7077372,"1,182",homedabok,3인분,30분 이내,초급,"['돼지고기 목살', '후추', '올리브 오일', '양파', '새송이 버섯', '진간장', '케찹', '굴소스', '올리고당', '설탕', '다진 마늘', '버터']","코코에서 목살을 구매했는데, 2인이 먹기에 정말 너무 많더라구요,,ㅎㅎ
냉동 보관 해 놨었는데 뭘 만들면 좋을까 고민하다가 목살 스테이크로 당첨 !
남편한테 처음 해줬는데, 정말 계속 감탄하면서 먹어서 얼마나 뿌듯했는지 몰라요 ㅎㅎㅎ
그 비법, 만개의 레시피에 첫 요리로 등록해 볼게요 :-)","['냉장 보관한 목살은 바로 사용해 주시고, 냉동 보관했다면 하루 전 냉장실로 옮겨 해동해 주세요.\n키친타월로 앞뒤를 여러 번 꾹꾹 눌러 핏물을 제거하면 돼지고기 잡내를 줄이고 더욱 깔끔한 맛을 즐길 수 있어요.', '핏물을 제거한 목살을 도마 위에 올린 뒤, 칼등으로 얖뒤를 여러 번 두드려 주세요.\n힘줄이 뭉쳐 단단한 부분을 중심으로 두드리면 육질이 한결 부드러워지고,\n칼집 사이로 소스도 더 잘 배어들어 맛있게 즐길 수 있답니다.', '칼집을 낸 목살 앞뒤에 올리브 오일과 후추를 골고루 뿌린 뒤, 잘 스며들도록 가볍게 문질러 주세요.\n이후 15분 정도 그대로 두어 밑간이 배도록 해주세요.\n그동안 양파와 새송이버섯은 먹기 좋게 썰어 준비해 주세요.\n(당근 등을 추가하셔도 좋아요)', '달군 프라이팬에 오일을 두르고 목살을 올려 강불에서 구워 주세요.\n윗면에 핏물이 올라오기 시작하면 뒤집어 1분 정도 더 구운 뒤, 중불로 줄여 앞뒤를 30초~1분 정도씩 추가로 익혀 주세요.\n겉은 노릇하고 속은 촉촉하게 완성됩니다.', '다 익은 목살은 따로 덜어두고, 목살을 구운 팬에 올리브오일을 약간 더 둘러 주세요.\n팬에 남은 육즙과 함께 양파, 새송이버섯을 노릇하게 볶아줍니다.', '볶아둔 양파와 새송이버섯에 준비한 소스를 붓고, 한 번 보글보글 끓을 때까지 중불로 끓여 주세요.', '소스가 보글보글 끓어 오르면 버터 25g을 넣어 주세요.\n버터가 녹으면서 훨씬 깊고 고소한 풍미를 느낄 수 있답니다.', '따로 덜어둔 목살을 먹기 좋은 크기로 썬 뒤 접시에 담고,\n완성된 소스를 듬뿍 부어 주세요.\n밥과 함께 먹어도 좋고, 반숙 달걀 프라이와 샐러드를 곁들여도 맛있답니다.\n그럼 오늘도 맛있게 드세요 :-)']","['목살', '돼지고기', '집밥', '저녁메뉴', '손님초대', '고단백', '영양식', '목살스테이크', '목살요리']","['750g', '약간', '약간', '1/2개', '1개', '9T', '15T', '3T', '6T', '5T', '1.5T', '25g']"
76,양식,,,,양배추오믈렛..,https://www.10000recipe.com/recipe/6997077,"38,866",행복한미야미니맘,1인분,5분 이내,아무나,"['계란', '양배추', '소금', '모짜렐라치즈', '카놀라유', '케찹']","간단하게 한끼식사로 먹을수 있는 양배추오믈렛...
담백한게 맛있어요.","['계란 3개에 소금 두꼬집을 넣어 풀어요.', '양배추는 가늘게 채 썰어\n계란물에 넣어 섞어요.', '달궈진팬에 카놀라유 두르고\n영배추반죽물을 넣고\n모짜렐라치즈를 솔솔 뿌려요.', '아랫면이 익으면 반으로 접어\n약불에서 치즈가 녹을때까지 기다려요.', '치즈가 녹으면 접시에 담고', '케첩을 뿌려주면', '완성 ~!']","['양배추오믈렛', '다이어트']","['3개', '1줌', '2꼬집', '적당량', '적당량', '적당량']"
77,양식,,,,시금치 오일 파스타 레시피,https://www.10000recipe.com/recipe/7042590,"5,864",yaongkitchen,2인분,30분 이내,초급,"['시금치', '새우중', '방울토마토', '통마늘', '파스타면500원 동전 크기', '소금', '후추', '참치액', '올리브유']",비타민과 식이섬유가 풍부한 시금치를 건강하고 맛있게 먹을 수 있는 요리를 고민하다가 만든 온 가족이 맛있게 먹을 수 있는 시금치 오일 파스타입니다.,"['냉동새우는 잘 씻어서 키친타올로 물기를 제거하고 소금, 후추로 간해서 재워주세요.\n키친타올\n새우 손질법', '통마늘은 편 썰어주세요. (마늘 좋아해서 많이 넣었어요:))\n도마\n,\n조리용나이프\n통마늘 손질법', '방울토마토도 반으로 잘라서 준비해주세요.\n방울토마토 손질법', '냄비에 물을 넣고 소금과 오일 두 방울 넣고 끓으면 파스타 면을 넣고 7분간 익혀주세요.\n냄비\n,\n요리집게', '팬에 올리브유를 넉넉히 두르고 편 썬 마늘을 넣고 노릇노릇 익혀 주세요.\n프라이팬\n,\n요리스푼', '재워준 새우를 넣고 익혀주세요.', '파스타 면과 면수 한 국자 넣어서 볶아 주세요.\n국자', '참치액 1.5T를 넣고 간을 맞춰 주세요.', '반으로 썰어둔 토마토를 넣어주세요.', '불을 끄고 다듬어둔 시금치를 넣고 살짝만 익혀주세요.']","['시금치', '시금치요리', '시듬치파스타', '오일파스타', '건강밥상', '시금치효능']","['1/3단', '중', '1줌', '1줌', '500원 동전 크기', '1T', '톡톡톡', '1.5T', '넉넉히']"
78,양식,,,,영화속요리 10탄 줄리앤줄리아 속 크림소스 치킨스테이크,https://www.10000recipe.com/recipe/6876875,"145,832",포레스트키친,1인분,30분 이내,아무나,"['닭가슴살', '올리브유', '파슬리', '양파', '버터', '우유', '전분가루', '소금', '후춧가루', '치킨스톡생략가능']","안녕하세요 이번에 도전한 요리는 줄리앤줄리아에 나오는 요리에요
이번 시즌때는 줄리앤줄리아에 나온 요리들이 많이 나오는데요
제가 딱 좋아하는 요리들이 이 영화에 많이 등장하기 때문이에요
이번에 도전한 요리는 크림소스 치킨스테이크인데요
다이어트용으로 사논 닭가슴살을 이용했구요
쉽게 만들 수 있는 크림소스 레시피로 집에서도 즐기기 편하실거에요","['★양파 볶기\n버터를 녹인 후라이팬에 양파를 볶아주세요', '★소스만들기\n양파가 투명해지면 우유와 전분가루, 치킨스톡, 후추, 소금을 넣고 졸여주세요', '★닭가슴살 굽기\n다른 후라이팬에 올리브유를 두르고 닭가슴살을 앞뒤로 구워주세요', '★완성\n접시에 닭가슴살을 담고 소스를 올리고 파슬리를 뿌려주면 완성']","['닭', '닭가슴살', '영화속요리', '영화속음식', '닭가슴살스테이크', '닭가슴살요리', '크림소스', '크림소스재료', '닭가슴살치킨', '치킨스테이크']","['2조각', '적당히', '약간', '1/2개', '1스푼', '1컵', '2스푼', '약간', '약간', '생략가능']"
79,양식,,,,<다이어트 건강식>초간단 두부 치즈 그라탕!!,https://www.10000recipe.com/recipe/7046139,"13,797",바이너스,1인분,10분 이내,아무나,"['두부', '모짜렐라 치즈', '토마토파스타소스', '양파']","*단백질 가득한 초간단 레시피!!!
*불 없이 전자레인지로 간편하게 요리!!!
*고급진 맛에 너무 맛있어서 다이어트 중이라도 행복한 식사 가능!!!
강추해요^^","['두부 반모를 잘라서 흐르는 물에 씻어 놓기.', '물기 제거 후 넓은 그릇( 평소 국수 담는 크기 그릇)에 담아 포크로 두부 으깨기.\n면기\n,\n포크', '양파 반개를 잘게 썰어서 으깬 두부 위에 올려준다.\n도마\n,\n조리용나이프', '토마토 파스타 소스 5스푼을 골고루 발라준다. (저는 오뚜기 토마토 파스타 소스를 사용 했어요!/ 시중에 파는 토마토 소스는 기본 소금, 후추 간이 되어 있어서 따로 간을 하지 않아도 됨! 혹시 100% 토마토 퓨레를 사용할 경우 후추와 소금 한 꼬집씩 넣기!)', '그 위에 모짜렐라 치즈(70g)를 골고루 뿌려준다. (기호에 따라 더 넣으셔도 되세요.)', '랩을 씌운 후, 포크로 듬성듬성 3~4번 찔러서 전자레인지에 5분 돌려준다.\n위생랩\n,\n포크\n,\n전자레인지', ""초간단 영양만점 '두부 치즈 그라탕' 완성!!!""]","['두부치즈그라탕', '두부', '모짜렐라치즈', '두부그라탕', '다이어트식단', '다이어트레시피', '초간단레시피', '저혈당식사', '바이너스', '단백질', '다이어트', 'bynus', '만개의레시피바이너스']","['1/2모', '70g', '5T', '1/2개']"
